Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Electricity_Access,Region,Transport_Mode,Class_Size,Language_Section
27,98,High,High,No,7,58,Yes,1,High,Public,3,Postgraduate,Far,Female,74,yes,North,Private car,65,Anglophone
18,71,High,Low,Yes,4,92,Yes,1,Low,Public,4,College,Near,Female,64,sometimes,Littoral,Bus,21,Francophone
19,75,Medium,High,Yes,10,79,Yes,1,Medium,Public,2,High School,Near,Female,66,yes,Centre,Private car,168,Anglophone
18,64,High,Medium,Yes,8,84,No,2,Medium,Public,3,College,Near,Female,64,no,Centre,Taxi,121,Bilingual
17,64,High,High,No,7,80,Yes,3,Medium,Private,4,High School,Near,Male,66,no,North,Private car,92,Bilingual
22,89,Medium,High,No,8,93,Yes,2,High,Private,5,High School,Near,Male,72,yes,Adamawa,Bike,135,Anglophone
11,98,High,High,Yes,5,82,Yes,1,Medium,Private,2,Postgraduate,Near,Male,71,sometimes,Adamawa,Bus,93,Francophone
28,84,High,Medium,Yes,6,92,Yes,1,Medium,Public,3,High School,Near,Female,70,no,South West,Taxi,194,Francophone
16,89,High,Medium,Yes,8,58,Yes,2,Low,Public,3,College,Moderate,Male,67,no,Far North,Bus,79,Francophone
24,90,Medium,High,No,7,93,Yes,1,Low,Public,2,Postgraduate,Near,Male,71,no,North,Walk,71,Francophone
12,71,Medium,Low,No,8,100,Yes,2,High,Public,3,College,Near,Male,63,yes,North West,Taxi,173,Bilingual
24,62,Medium,High,No,7,83,Yes,1,Medium,Public,2,College,Moderate,Female,64,yes,Centre,Taxi,46,Anglophone
24,60,Medium,Medium,Yes,8,99,Yes,2,Low,Public,1,High School,Moderate,Male,64,yes,North,Walk,42,Anglophone
22,74,Medium,Low,No,5,61,Yes,1,Low,Public,3,Postgraduate,Near,Female,65,yes,Far North,Bus,36,Anglophone
14,70,Medium,Medium,Yes,9,91,Yes,2,Medium,Public,4,High School,Near,Female,65,sometimes,South West,Taxi,46,Francophone
21,62,Medium,Low,No,6,58,Yes,2,Low,Private,3,College,Moderate,Female,62,no,Centre,Walk,90,Bilingual
13,67,High,High,Yes,7,76,Yes,2,Low,Private,5,High School,Near,Male,65,sometimes,North,Bike,148,Anglophone
18,65,Medium,High,No,6,83,Yes,1,Medium,Private,2,High School,Near,Male,64,sometimes,North,Bus,142,Anglophone
26,97,Medium,Medium,Yes,7,83,Yes,2,Low,Public,3,Postgraduate,Near,Male,74,yes,Adamawa,Bus,59,Anglophone
25,66,Medium,High,Yes,7,84,Yes,2,High,Public,1,High School,Near,Male,67,yes,East,Taxi,98,Bilingual
20,82,Low,Medium,No,8,66,Yes,0,High,Public,2,Postgraduate,Near,Male,66,sometimes,Far North,Walk,27,Anglophone
14,84,High,High,No,8,99,No,3,Medium,Public,4,Postgraduate,Near,Female,70,no,South,Bike,44,Anglophone
24,82,Medium,High,No,8,50,Yes,0,Medium,Public,2,Postgraduate,Moderate,Male,68,sometimes,South West,Taxi,94,Bilingual
20,64,Medium,Medium,No,6,81,Yes,0,High,Public,1,,Moderate,Female,64,no,East,Bus,29,Anglophone
6,73,Medium,Medium,No,8,93,Yes,0,Low,Private,1,High School,Far,Female,58,sometimes,South West,Bike,55,Bilingual
25,62,Medium,Medium,Yes,7,95,Yes,1,High,Public,4,College,Near,Male,65,sometimes,Centre,Taxi,68,Anglophone
20,76,Medium,High,Yes,7,86,Yes,2,Medium,Public,5,High School,Near,Female,68,yes,East,Bike,63,Francophone
27,68,Low,Medium,No,8,79,Yes,2,Low,Private,1,Postgraduate,Moderate,Female,64,sometimes,Centre,Private car,91,Francophone
13,82,Medium,High,No,5,73,Yes,4,Low,Public,4,High School,Near,Male,66,yes,West,Bike,90,Francophone
1,88,Medium,High,Yes,4,72,Yes,3,Medium,Private,2,College,Near,Male,92,yes,Littoral,Bike,158,Anglophone
22,81,High,Medium,Yes,9,71,Yes,2,High,Public,4,High School,Near,Male,69,yes,South West,Private car,33,Francophone
22,77,Medium,High,No,7,85,Yes,2,Low,Public,2,College,Near,Male,68,no,West,Bus,70,Bilingual
10,75,Medium,Medium,No,8,87,Yes,2,Medium,Public,4,High School,Near,Female,63,no,Far North,Walk,136,Francophone
14,94,Low,Medium,Yes,6,76,No,0,Low,Public,3,High School,Near,Male,64,no,East,Private car,42,Francophone
37,69,Medium,High,Yes,9,87,No,1,Low,Public,2,College,Far,Female,68,no,Littoral,Taxi,31,Francophone
18,89,Medium,Low,No,8,76,Yes,0,Low,Public,2,High School,Near,Male,67,no,South,Bike,89,Anglophone
24,90,Low,Medium,Yes,7,55,Yes,1,High,Public,2,Postgraduate,Far,Male,68,no,Centre,Taxi,149,Anglophone
16,77,Medium,Medium,Yes,7,93,Yes,1,Low,Public,2,,Moderate,Male,66,yes,Littoral,Bus,187,Bilingual
7,72,Medium,Medium,Yes,4,94,Yes,4,Medium,Private,4,Postgraduate,Near,Male,66,no,Littoral,Taxi,153,Bilingual
19,79,Medium,High,Yes,8,63,Yes,4,Low,Public,2,High School,Moderate,Male,68,no,Centre,Bus,82,Bilingual
18,64,Medium,High,Yes,9,89,Yes,1,Medium,Private,3,High School,Moderate,Male,64,yes,East,Taxi,131,Anglophone
18,62,High,Medium,Yes,7,76,Yes,2,Medium,Private,3,College,Near,Female,63,yes,South West,Private car,128,Anglophone
19,64,Medium,Medium,Yes,7,56,Yes,0,Low,Private,4,High School,Near,Female,62,no,North,Bus,64,Anglophone
22,67,Medium,High,No,7,70,Yes,2,Low,Private,2,High School,Near,Male,66,no,North West,Taxi,119,Anglophone
19,80,High,Medium,Yes,9,54,Yes,0,Low,Public,2,Postgraduate,Moderate,Male,65,no,Centre,Bike,136,Anglophone
12,94,Medium,Low,Yes,9,89,Yes,1,Low,Private,3,High School,Near,Male,66,yes,East,Bike,90,Francophone
23,69,Medium,High,Yes,6,60,Yes,2,Low,Private,4,High School,Near,Male,66,no,North West,Walk,94,Francophone
8,97,Medium,High,Yes,8,58,Yes,2,High,Public,2,College,Near,Female,69,sometimes,Far North,Bike,163,Anglophone
8,98,Low,Medium,Yes,7,60,Yes,1,High,Private,3,Postgraduate,Near,Female,67,no,South,Bus,98,Francophone
24,98,Medium,High,No,8,61,Yes,6,Medium,Private,3,High School,Near,Female,75,sometimes,Far North,Bus,93,Francophone
23,94,High,Medium,Yes,6,84,Yes,0,Low,Public,3,Postgraduate,Near,Male,73,yes,Littoral,Taxi,59,Anglophone
20,75,Medium,Medium,Yes,9,82,Yes,0,Low,Public,5,College,Moderate,Female,66,yes,West,Private car,68,Anglophone
12,63,Medium,Medium,No,8,56,Yes,4,Medium,Public,4,College,Moderate,Male,61,yes,Far North,Private car,107,Anglophone
16,83,Medium,Medium,Yes,9,86,Yes,5,Low,Private,4,High School,Moderate,Female,68,sometimes,South,Bike,155,Francophone
18,82,Medium,Medium,Yes,5,67,No,1,Medium,Public,4,College,Near,Male,67,yes,South,Taxi,137,Bilingual
10,94,Medium,High,No,5,73,Yes,1,Medium,Public,3,High School,Moderate,Male,66,no,North,Taxi,194,Anglophone
16,100,Medium,High,No,10,56,Yes,1,High,Public,2,High School,Near,Female,69,no,South West,Taxi,31,Anglophone
24,80,Medium,Medium,No,9,85,Yes,3,Low,Public,4,High School,Near,Male,69,yes,North,Walk,56,Anglophone
29,74,Medium,High,Yes,6,69,Yes,1,Low,Private,1,College,Far,Female,67,sometimes,North West,Private car,68,Francophone
17,67,High,Medium,No,8,82,Yes,0,Medium,Public,4,High School,Near,Female,65,sometimes,Centre,Taxi,22,Francophone
25,60,Medium,Low,No,6,71,Yes,2,High,Public,2,High School,Near,Male,63,no,South West,Private car,195,Francophone
9,80,Medium,Low,Yes,4,52,Yes,1,High,Public,2,Postgraduate,Near,Female,63,sometimes,East,Bus,112,Francophone
24,82,Medium,Medium,No,4,85,No,1,Low,Public,2,High School,Near,Male,66,yes,West,Private car,39,Bilingual
15,93,Medium,Medium,Yes,7,78,Yes,0,Medium,Public,4,High School,Moderate,Male,66,sometimes,Centre,Walk,126,Bilingual
22,80,Medium,High,Yes,9,72,Yes,2,Medium,Public,4,College,Near,Female,69,sometimes,North West,Bike,182,Anglophone
19,97,High,Medium,Yes,9,60,Yes,3,Medium,Public,4,Postgraduate,Moderate,Female,72,no,Far North,Bike,174,Bilingual
28,85,Medium,Medium,Yes,9,81,Yes,2,Low,Public,3,High School,Near,Male,70,no,Littoral,Taxi,33,Bilingual
15,94,Medium,High,Yes,8,64,Yes,2,Low,Public,1,College,Near,Male,68,yes,South West,Private car,23,Francophone
24,66,High,Medium,Yes,7,71,Yes,1,Low,Public,3,High School,Near,Male,66,yes,South West,Taxi,158,Francophone
18,94,Low,Medium,Yes,9,53,Yes,3,Low,Public,3,College,Moderate,Female,67,yes,North West,Bus,82,Anglophone
19,87,High,Medium,No,4,89,Yes,0,Low,Public,5,Postgraduate,Moderate,Female,68,no,Adamawa,Walk,48,Bilingual
19,67,Medium,Low,Yes,8,55,No,0,Medium,Private,4,High School,Near,Male,62,sometimes,Littoral,Private car,112,Francophone
15,68,Medium,High,No,5,95,Yes,1,Medium,Private,2,College,Near,Female,64,sometimes,South West,Private car,110,Anglophone
20,97,High,Low,Yes,6,93,Yes,1,High,Public,1,College,Far,Male,71,sometimes,West,Walk,45,Bilingual
20,61,High,Medium,No,8,99,Yes,0,Medium,Public,4,College,Near,Male,65,yes,South West,Taxi,182,Anglophone
21,79,Medium,Medium,Yes,8,95,Yes,0,Medium,Public,2,Postgraduate,Near,Female,69,no,Far North,Bike,85,Anglophone
21,73,Medium,Medium,No,6,99,No,1,Low,Public,5,High School,Near,Male,65,yes,South West,Walk,126,Bilingual
25,87,Medium,Medium,No,8,94,Yes,0,Medium,Public,4,High School,Near,Male,71,sometimes,South,Bike,73,Francophone
26,94,Low,Medium,No,8,56,Yes,1,High,Public,2,College,Near,Female,69,yes,Littoral,Bike,23,Anglophone
14,74,High,Medium,Yes,7,72,No,2,Medium,Private,3,College,Near,Male,65,sometimes,Far North,Walk,108,Anglophone
25,77,Low,Medium,Yes,7,54,Yes,2,Medium,Public,1,College,Moderate,Male,66,yes,South,Walk,127,Francophone
13,99,Medium,Medium,Yes,10,77,Yes,0,Medium,Private,3,College,Moderate,Female,68,no,South,Bike,75,Bilingual
24,91,High,High,Yes,7,76,Yes,0,Medium,Private,2,High School,Moderate,Female,72,no,Adamawa,Taxi,159,Francophone
24,96,High,High,Yes,7,96,Yes,1,Medium,Public,3,High School,Near,Female,74,yes,Centre,Walk,105,Anglophone
9,78,Medium,Medium,No,7,98,Yes,3,Low,Public,2,High School,Near,Male,64,sometimes,Littoral,Private car,92,Francophone
21,69,High,Low,Yes,7,63,Yes,0,Medium,Public,3,High School,Moderate,Male,64,yes,Littoral,Walk,24,Francophone
17,76,Medium,Medium,Yes,8,79,No,1,Low,Public,4,Postgraduate,Far,Female,63,sometimes,Littoral,Bus,122,Anglophone
15,89,High,Low,No,9,73,Yes,2,Low,Private,2,High School,Near,Male,66,sometimes,South West,Bus,107,Francophone
28,64,Medium,Medium,Yes,7,77,Yes,1,High,Public,2,High School,Near,Male,67,no,North West,Bike,67,Anglophone
16,71,High,Low,Yes,6,77,Yes,4,Medium,Public,5,College,Moderate,Male,64,no,East,Bike,52,Bilingual
15,62,Low,High,No,10,96,Yes,0,Medium,Private,4,High School,Far,Male,62,yes,Far North,Bus,168,Francophone
20,77,Medium,Low,Yes,7,95,Yes,0,Medium,Public,1,High School,Far,Male,66,yes,Adamawa,Private car,89,Anglophone
24,93,Medium,High,No,4,56,Yes,4,Low,Public,2,Postgraduate,Moderate,Female,71,yes,North West,Taxi,49,Francophone
19,61,High,Low,Yes,10,67,No,1,Medium,Public,6,Postgraduate,Near,Female,63,sometimes,Littoral,Bike,26,Francophone
27,87,High,Medium,Yes,9,88,Yes,1,Low,Public,4,College,Near,Male,72,sometimes,South,Bike,69,Bilingual
23,97,Medium,High,No,9,84,Yes,1,High,Public,3,High School,Far,Female,71,sometimes,Far North,Walk,159,Francophone
7,69,Low,Medium,No,9,82,Yes,1,Medium,Private,3,Postgraduate,Near,Female,61,no,Adamawa,Walk,182,Bilingual
17,88,Medium,High,Yes,10,100,Yes,1,Low,Public,2,Postgraduate,Near,Female,71,no,Adamawa,Private car,165,Anglophone
17,99,Medium,Medium,No,5,67,Yes,2,Medium,Private,4,Postgraduate,Far,Male,69,yes,West,Bike,89,Francophone
23,98,Medium,High,Yes,6,76,Yes,3,Low,Public,3,,Near,Male,74,sometimes,Adamawa,Private car,78,Anglophone
4,69,Medium,High,Yes,6,99,Yes,0,Medium,Public,2,High School,Moderate,Male,61,sometimes,Littoral,Bus,70,Bilingual
35,64,Medium,Low,No,6,85,Yes,2,Medium,Private,2,High School,Moderate,Male,68,sometimes,Centre,Walk,46,Anglophone
23,66,Medium,High,Yes,7,82,Yes,1,Medium,Public,2,High School,Near,Male,67,yes,North,Taxi,53,Anglophone
21,88,High,Low,No,6,58,Yes,3,High,Private,4,College,Near,Male,70,yes,East,Walk,189,Bilingual
27,89,Medium,Medium,No,5,62,Yes,0,Low,Public,3,High School,Near,Male,69,no,Centre,Private car,123,Anglophone
34,87,Medium,Low,No,6,69,Yes,3,Low,Private,2,College,Moderate,Male,72,no,South,Bus,194,Francophone
25,73,Medium,Low,Yes,7,73,Yes,1,Medium,Public,2,High School,Near,Male,66,no,South,Private car,117,Francophone
26,67,Medium,Medium,No,9,75,Yes,2,Medium,Public,3,High School,Near,Male,67,yes,Centre,Private car,145,Anglophone
21,83,Medium,Medium,No,6,95,Yes,4,High,Public,2,High School,Far,Female,70,yes,Centre,Bus,32,Bilingual
19,79,Medium,High,Yes,8,55,Yes,3,Medium,Private,4,Postgraduate,Near,Male,68,no,Far North,Bus,65,Anglophone
17,89,Low,Medium,Yes,5,62,Yes,2,Medium,Private,2,College,Near,Female,68,sometimes,Far North,Private car,134,Anglophone
15,78,Medium,High,No,4,57,Yes,2,Medium,Public,2,High School,Near,Female,65,yes,Adamawa,Walk,183,Francophone
16,74,Medium,Low,Yes,7,87,Yes,0,Low,Public,3,College,Near,Female,63,yes,South West,Taxi,105,Bilingual
12,72,Low,Low,Yes,6,99,Yes,0,Low,Public,4,College,Far,Female,62,sometimes,North West,Private car,78,Francophone
20,68,Medium,High,Yes,6,95,Yes,0,Low,Public,4,High School,Near,Female,66,yes,Far North,Bus,180,Francophone
10,71,Medium,High,Yes,6,86,Yes,1,Medium,Public,2,Postgraduate,Near,Male,62,no,North West,Private car,22,Francophone
21,64,Low,High,Yes,6,51,Yes,0,High,Public,3,College,Moderate,Female,61,no,North,Bus,132,Bilingual
20,74,Low,Medium,Yes,6,67,Yes,0,Medium,Private,4,College,Moderate,Female,63,sometimes,South West,Walk,159,Anglophone
21,61,Medium,Medium,Yes,6,93,Yes,3,Medium,Private,3,,Near,Female,65,sometimes,South West,Taxi,34,Anglophone
17,67,High,Low,No,5,83,Yes,3,Low,Public,3,High School,Moderate,Male,64,no,West,Bike,60,Francophone
38,90,High,Medium,Yes,4,60,Yes,2,Low,Public,4,College,Moderate,Male,74,no,Littoral,Bike,26,Anglophone
28,73,Low,Medium,Yes,4,73,Yes,2,High,Public,2,Postgraduate,Near,Female,70,yes,North West,Bus,77,Francophone
13,87,Low,Medium,No,10,54,Yes,2,Low,Public,2,,Moderate,Female,63,yes,Far North,Bus,125,Francophone
21,89,Low,Medium,No,7,76,Yes,3,High,Public,2,High School,Far,Female,68,no,South,Taxi,196,Francophone
16,83,Medium,High,Yes,9,95,Yes,2,Low,Public,2,College,Near,Male,69,no,North,Bus,45,Bilingual
14,98,Medium,High,Yes,7,52,Yes,1,Medium,Private,4,,Moderate,Male,70,sometimes,East,Walk,119,Bilingual
12,61,Medium,Medium,Yes,7,81,Yes,2,High,Public,3,College,Far,Male,62,yes,South West,Walk,23,Bilingual
23,90,High,Medium,Yes,7,62,Yes,3,Medium,Private,2,Postgraduate,Moderate,Male,71,no,Centre,Private car,129,Francophone
16,98,Medium,Low,No,8,100,Yes,2,Low,Public,1,,Near,Male,69,sometimes,Littoral,Bus,40,Anglophone
26,94,High,Low,Yes,5,53,Yes,0,Low,Public,2,High School,Near,Male,69,yes,Adamawa,Bike,53,Bilingual
26,67,Low,High,Yes,6,81,Yes,4,Low,Public,3,College,Near,Male,68,yes,Littoral,Taxi,42,Bilingual
28,73,Low,Medium,Yes,7,63,Yes,0,Low,Public,2,High School,Near,Male,65,sometimes,West,Bus,58,Anglophone
15,67,Medium,High,Yes,4,94,Yes,1,Medium,Private,5,High School,Far,Male,65,no,Adamawa,Taxi,162,Anglophone
23,84,Low,Low,Yes,9,56,No,1,Medium,Public,4,High School,Near,Female,65,yes,Centre,Walk,157,Anglophone
24,88,High,High,No,9,71,Yes,2,High,Public,3,High School,Near,Female,72,yes,North,Taxi,67,Bilingual
17,73,Medium,Low,No,4,59,Yes,2,Low,Private,4,High School,Moderate,Female,63,yes,West,Walk,103,Bilingual
15,82,Medium,High,Yes,6,90,No,2,High,Public,2,High School,Near,Male,68,yes,Far North,Walk,149,Francophone
30,88,Medium,Medium,Yes,7,68,Yes,1,Medium,Public,3,College,Near,Female,72,no,Adamawa,Walk,126,Anglophone
21,77,Medium,Low,Yes,8,59,Yes,3,Low,Private,2,High School,Near,Male,66,yes,Littoral,Bike,35,Bilingual
24,94,Low,Medium,No,9,86,Yes,2,Low,Public,3,College,Near,Female,71,yes,North,Bike,112,Bilingual
15,91,Medium,Low,Yes,6,91,Yes,0,Medium,Public,3,College,Moderate,Female,67,no,South,Bus,105,Anglophone
13,63,Medium,Medium,No,10,73,Yes,2,Low,Public,3,Postgraduate,Moderate,Male,61,no,Adamawa,Taxi,109,Bilingual
17,85,High,High,Yes,7,69,Yes,4,Low,Private,2,High School,Near,Female,70,sometimes,South,Bike,42,Francophone
19,69,Medium,Medium,Yes,7,82,No,2,Low,Public,3,College,Near,Male,64,no,Centre,Private car,31,Francophone
14,82,Medium,Medium,Yes,8,83,Yes,0,Medium,Public,2,High School,Moderate,Male,64,no,South West,Private car,51,Anglophone
20,98,Low,High,Yes,7,83,No,0,Low,Public,3,High School,Far,Female,68,no,North West,Taxi,88,Bilingual
10,95,High,Medium,No,7,64,Yes,4,Low,Private,3,Postgraduate,Near,Male,70,sometimes,East,Private car,148,Bilingual
13,76,Low,Medium,Yes,10,97,Yes,4,Low,Public,3,College,Moderate,Male,65,yes,West,Bike,117,Francophone
24,72,High,High,No,7,61,Yes,3,Low,Private,2,High School,Near,Female,67,no,East,Bike,142,Francophone
24,69,Medium,Low,Yes,6,69,Yes,0,Low,Private,4,College,Near,Male,65,yes,Littoral,Taxi,130,Francophone
18,81,Low,Medium,Yes,6,64,Yes,1,Medium,Public,4,High School,Moderate,Female,65,no,Adamawa,Walk,135,Bilingual
14,65,Medium,High,Yes,9,97,Yes,3,Low,Public,4,High School,Near,Female,65,sometimes,Adamawa,Bike,50,Francophone
14,82,High,Low,Yes,8,91,Yes,1,Low,Public,2,High School,Near,Male,66,sometimes,South,Walk,44,Anglophone
18,60,Medium,High,No,5,91,Yes,2,Low,Public,4,High School,Near,Male,62,no,Adamawa,Taxi,64,Francophone
24,73,Medium,Medium,Yes,5,50,Yes,1,Low,Public,2,High School,Near,Male,63,sometimes,Adamawa,Private car,162,Bilingual
26,69,Low,Low,Yes,7,84,Yes,0,Medium,Private,3,High School,Moderate,Male,63,no,South,Bike,74,Francophone
17,99,Medium,Medium,Yes,8,62,Yes,3,Medium,Private,3,High School,Near,Male,70,no,North,Bike,176,Francophone
13,89,Low,High,Yes,6,98,Yes,0,Medium,Private,4,High School,Near,Male,67,no,Adamawa,Taxi,31,Bilingual
22,74,High,High,No,4,77,Yes,0,High,Private,3,High School,Near,Male,66,no,Adamawa,Private car,117,Anglophone
15,64,High,Medium,No,5,78,Yes,2,Low,Public,2,High School,Moderate,Male,63,yes,South,Walk,176,Francophone
17,81,High,Low,Yes,9,68,Yes,1,Low,Private,3,College,Near,Female,66,sometimes,South,Taxi,69,Francophone
28,69,Low,Medium,No,8,77,Yes,3,Medium,Public,4,College,Moderate,Female,67,sometimes,South West,Private car,177,Anglophone
25,81,Medium,Medium,No,9,87,Yes,1,Low,Private,1,Postgraduate,Moderate,Female,68,sometimes,South West,Private car,64,Anglophone
21,93,Low,High,Yes,9,78,Yes,1,Medium,Public,2,High School,Far,Male,67,sometimes,South West,Bus,176,Anglophone
12,85,Medium,High,Yes,6,82,Yes,1,High,Public,2,High School,Far,Male,66,no,South West,Bike,93,Francophone
21,85,High,High,Yes,6,74,Yes,2,Medium,Public,4,High School,Near,Female,71,yes,West,Bike,96,Anglophone
26,82,Medium,Medium,Yes,7,86,Yes,0,Low,Public,2,Postgraduate,Near,Male,69,sometimes,South,Private car,168,Bilingual
18,97,High,Low,Yes,8,95,Yes,1,Medium,Public,2,Postgraduate,Moderate,Male,72,yes,East,Walk,93,Francophone
28,97,High,Low,Yes,9,53,Yes,0,Low,Private,3,College,Moderate,Female,70,yes,Centre,Bus,154,Bilingual
28,81,Medium,Medium,Yes,10,55,Yes,2,Medium,Private,3,High School,Near,Male,68,sometimes,West,Walk,49,Bilingual
30,72,Medium,Medium,No,8,84,Yes,1,Low,Private,1,High School,Near,Male,68,sometimes,Far North,Walk,64,Anglophone
22,78,Low,High,Yes,8,69,Yes,2,Low,Public,2,High School,Near,Female,67,no,Adamawa,Bus,185,Anglophone
24,67,Medium,Medium,No,10,64,Yes,1,Low,Public,2,College,Far,Female,62,sometimes,South West,Bike,196,Bilingual
28,85,Medium,Low,No,7,59,Yes,1,Low,Public,3,Postgraduate,Far,Male,67,yes,Far North,Bike,34,Francophone
23,80,High,Medium,No,9,79,Yes,1,Medium,Public,2,Postgraduate,Near,Male,69,sometimes,North West,Private car,148,Bilingual
17,64,Medium,High,Yes,8,67,Yes,3,Low,Public,3,College,Near,Male,64,no,South,Bus,172,Francophone
17,68,Medium,High,Yes,8,75,Yes,2,Low,Private,3,College,Near,Female,66,yes,Adamawa,Bus,55,Bilingual
21,79,High,Low,Yes,7,98,Yes,2,Low,Public,1,High School,Near,Male,69,no,North West,Bus,102,Bilingual
12,96,High,High,No,5,88,Yes,0,Medium,Private,2,College,Moderate,Female,70,no,Far North,Bus,34,Anglophone
19,83,High,Medium,No,8,90,Yes,3,Low,Public,3,College,Moderate,Female,69,no,West,Private car,199,Francophone
27,87,Medium,Medium,Yes,8,56,Yes,3,Medium,Public,3,Postgraduate,Near,Male,72,yes,North West,Bus,126,Bilingual
7,74,Medium,Medium,Yes,6,66,Yes,1,Low,Private,2,High School,Near,Female,61,no,East,Private car,36,Bilingual
29,83,Medium,Medium,No,7,55,Yes,2,Low,Private,4,High School,Near,Female,68,no,Adamawa,Walk,164,Anglophone
27,78,Medium,Medium,No,6,98,Yes,1,Medium,Public,3,High School,Far,Male,68,no,North West,Bus,175,Francophone
17,86,Low,Medium,No,6,84,Yes,0,Medium,Private,3,High School,Near,Female,66,no,Littoral,Taxi,81,Anglophone
23,62,Medium,Medium,No,6,51,Yes,5,High,Public,2,College,Near,Male,65,sometimes,North,Private car,141,Bilingual
20,80,High,Low,Yes,5,74,Yes,2,Low,Public,4,College,Moderate,Female,66,yes,East,Bus,54,Anglophone
27,72,Medium,Medium,No,6,63,Yes,1,High,Private,5,College,Moderate,Female,67,sometimes,Centre,Bus,72,Francophone
26,73,Medium,High,No,8,77,Yes,0,Medium,Private,2,College,Far,Male,68,sometimes,Centre,Bus,125,Anglophone
12,98,Low,Medium,No,9,59,Yes,1,High,Public,2,Postgraduate,Near,Female,67,yes,South,Bus,47,Anglophone
24,67,Low,Medium,Yes,10,53,Yes,0,Medium,Public,3,College,Near,Female,63,no,West,Private car,26,Anglophone
19,72,Medium,Low,No,6,66,Yes,0,Medium,Private,2,Postgraduate,Near,Male,64,sometimes,Far North,Bike,147,Bilingual
20,80,Medium,Low,No,9,65,Yes,1,Medium,Private,3,College,Far,Male,66,yes,West,Walk,89,Anglophone
16,95,High,Medium,Yes,8,86,Yes,0,Low,Public,4,High School,Moderate,Male,69,no,Adamawa,Private car,170,Anglophone
30,77,Medium,Low,Yes,7,74,Yes,3,High,Private,3,Postgraduate,Moderate,Male,70,no,South,Private car,156,Anglophone
26,90,Medium,Medium,No,8,65,Yes,3,Medium,Private,2,High School,Near,Female,72,sometimes,North,Walk,193,Bilingual
16,94,Medium,High,No,9,79,Yes,2,High,Public,5,High School,Moderate,Female,71,yes,North West,Taxi,112,Bilingual
12,72,Medium,Medium,Yes,6,54,Yes,3,Low,Public,2,Postgraduate,Near,Male,63,no,South,Private car,149,Bilingual
18,76,High,High,No,6,83,Yes,1,High,Public,4,High School,Near,Male,68,sometimes,West,Private car,182,Francophone
23,74,Medium,High,Yes,6,57,No,1,High,Private,3,College,Near,Male,67,no,East,Private car,145,Anglophone
21,93,Medium,Low,No,6,64,Yes,2,Low,Public,4,Postgraduate,Moderate,Male,69,yes,Far North,Bike,57,Francophone
28,62,Medium,Medium,No,9,64,Yes,1,Low,Private,2,Postgraduate,Near,Male,65,yes,South,Bike,73,Francophone
25,72,High,Low,Yes,6,73,Yes,4,Medium,Public,4,College,Moderate,Male,69,yes,Adamawa,Walk,161,Francophone
26,87,Medium,Medium,No,6,98,Yes,0,Medium,Public,4,College,Moderate,Male,71,sometimes,North,Bike,180,Francophone
22,83,Medium,Low,Yes,7,66,Yes,2,Medium,Private,3,High School,Near,Female,67,no,Far North,Walk,104,Anglophone
12,77,Low,Medium,No,7,64,Yes,2,High,Public,4,College,Moderate,Female,64,no,Littoral,Bike,37,Francophone
19,82,High,Medium,Yes,6,58,Yes,2,Medium,Private,3,College,Near,Female,68,yes,South,Walk,61,Bilingual
26,68,High,Low,Yes,10,70,Yes,1,Low,Public,3,College,Near,Male,67,sometimes,Centre,Taxi,183,Francophone
20,77,Low,Low,No,6,59,Yes,1,High,Public,2,High School,Moderate,Female,62,no,West,Private car,50,Anglophone
23,80,High,Medium,No,7,57,Yes,2,Medium,Public,2,Postgraduate,Moderate,Female,68,yes,Adamawa,Bus,132,Bilingual
18,96,Medium,Medium,Yes,4,93,Yes,0,Medium,Public,4,College,Near,Female,72,no,South,Private car,107,Bilingual
14,70,Medium,High,Yes,7,53,Yes,0,Medium,Public,3,High School,Moderate,Male,61,yes,Centre,Walk,154,Francophone
19,95,Low,Low,Yes,5,86,Yes,0,High,Public,4,High School,Moderate,Male,67,no,South West,Taxi,34,Francophone
22,86,High,Medium,No,6,60,Yes,0,High,Public,3,Postgraduate,Near,Male,70,no,Far North,Bus,150,Bilingual
16,61,Low,Medium,Yes,4,51,Yes,1,Low,Public,3,High School,Near,Male,59,no,West,Bus,92,Bilingual
19,89,High,Medium,Yes,6,90,Yes,0,Low,Private,4,College,Moderate,Female,70,no,Littoral,Taxi,123,Bilingual
14,61,Low,Medium,No,7,85,Yes,1,Low,Public,1,High School,Near,Female,60,yes,East,Bike,142,Anglophone
27,100,High,Medium,No,7,67,Yes,1,High,Public,3,College,Moderate,Male,74,sometimes,East,Bus,55,Anglophone
18,95,Low,High,Yes,6,54,Yes,0,Medium,Private,3,College,Moderate,Male,68,sometimes,Littoral,Bike,22,Bilingual
29,72,Medium,Medium,No,7,68,Yes,0,Low,Public,3,College,Near,Female,67,no,Littoral,Bus,98,Anglophone
29,70,Medium,Low,No,6,59,Yes,2,Medium,Private,4,Postgraduate,Far,Male,67,no,South West,Private car,48,Bilingual
20,75,Low,Medium,Yes,7,97,Yes,0,Medium,Public,2,College,,Female,66,sometimes,Centre,Bus,188,Bilingual
